Timestamp,Country.,Pin Code,Gender,Influencing Factors,Higher Education Aspiration,Work for 3+ Years?,Work for Unclear Mission?,Work for Inconsistent Mission?,Work for Non-Social Impact?,Preferred Working Environment?,Preferred Employers?,Which type of learning environment that you are most likely to work in ?,Which of the below careers looks close to your Aspirational job ?,Ideal Manager Type ?,Preferred Work Setup ?,Minimum Salary Expectation (First 3 Years),Expected Monthly Salary (After 5 Years)
16-05-2023 21:36,India,500036,M,Parents,Yes,Will Stay 3+ years,N,"No, Won't Work",4,Daily Office Environment,Learning-Friendly Employer,Learning by observing others,Work as a freelancer and do my thing my way,Goal-Setting Supportive Manager,Work with 7 to 10 or more people in my team,26k to 30k,>151k
16-05-2023 21:37,India,160036,M,Parents,No,Will Stay 3+ years,N,Will Work,6,Daily Office Environment,Employer Supporting and Rewarding Learning,Self Paced Learning Portals of the Company,Design and Creative strategy in any company,Manager with Clear Expectations,Work with 2 to 3 people in my team,41k to 50k,91k to 110k
16-05-2023 21:37,India,160036,M,Parents,No,Will Stay 3+ years,N,Will Work,6,Daily Office Environment,Employer Supporting and Rewarding Learning,Self Paced Learning Portals of the Company,Manage and drive End-to-End Projects or Products,Manager with Clear Expectations,Work with 2 to 3 people in my team,41k to 50k,91k to 110k
16-05-2023 21:37,India,160036,M,Parents,No,Will Stay 3+ years,N,Will Work,6,Daily Office Environment,Employer Supporting and Rewarding Learning,Self Paced Learning Portals of the Company,Look deeply into Data and generate insights,Manager with Clear Expectations,Work with 2 to 3 people in my team,41k to 50k,91k to 110k
16-05-2023 21:37,India,160036,M,Parents,No,Will Stay 3+ years,N,Will Work,6,Daily Office Environment,Employer Supporting and Rewarding Learning,Self Paced Learning Portals of the Company,Entrepreneur or Start Up,Manager with Clear Expectations,Work with 2 to 3 people in my team,41k to 50k,91k to 110k
16-05-2023 21:37,India,160036,M,Parents,No,Will Stay 3+ years,N,Will Work,6,Daily Office Environment,Employer Supporting and Rewarding Learning,Learning by observing others,Design and Creative strategy in any company,Manager with Clear Expectations,Work with 2 to 3 people in my team,41k to 50k,91k to 110k
16-05-2023 21:37,India,160036,M,Parents,No,Will Stay 3+ years,N,Will Work,6,Daily Office Environment,Employer Supporting and Rewarding Learning,Learning by observing others,Manage and drive End-to-End Projects or Products,Manager with Clear Expectations,Work with 2 to 3 people in my team,41k to 50k,91k to 110k
16-05-2023 21:37,India,160036,M,Parents,No,Will Stay 3+ years,N,Will Work,6,Daily Office Environment,Employer Supporting and Rewarding Learning,Learning by observing others,Look deeply into Data and generate insights,Manager with Clear Expectations,Work with 2 to 3 people in my team,41k to 50k,91k to 110k
16-05-2023 21:37,India,160036,M,Parents,No,Will Stay 3+ years,N,Will Work,6,Daily Office Environment,Employer Supporting and Rewarding Learning,Learning by observing others,Entrepreneur or Start Up,Manager with Clear Expectations,Work with 2 to 3 people in my team,41k to 50k,91k to 110k
16-05-2023 21:37,India,160036,M,Parents,No,Will Stay 3+ years,N,Will Work,6,Daily Office Environment,Employer Supporting and Rewarding Learning,Trial and error by doing side projects within the company,Design and Creative strategy in any company,Manager with Clear Expectations,Work with 2 to 3 people in my team,41k to 50k,91k to 110k
16-05-2023 21:37,India,160036,M,Parents,No,Will Stay 3+ years,N,Will Work,6,Daily Office Environment,Employer Supporting and Rewarding Learning,Trial and error by doing side projects within the company,Manage and drive End-to-End Projects or Products,Manager with Clear Expectations,Work with 2 to 3 people in my team,41k to 50k,91k to 110k
16-05-2023 21:37,India,160036,M,Parents,No,Will Stay 3+ years,N,Will Work,6,Daily Office Environment,Employer Supporting and Rewarding Learning,Trial and error by doing side projects within the company,Look deeply into Data and generate insights,Manager with Clear Expectations,Work with 2 to 3 people in my team,41k to 50k,91k to 110k
16-05-2023 21:37,India,160036,M,Parents,No,Will Stay 3+ years,N,Will Work,6,Daily Office Environment,Employer Supporting and Rewarding Learning,Trial and error by doing side projects within the company,Entrepreneur or Start Up,Manager with Clear Expectations,Work with 2 to 3 people in my team,41k to 50k,91k to 110k
16-05-2023 21:38,India,800013,F,World Leaders,Yes,Will Stay 3+ years,N,"No, Won't Work",4,"Hybrid, <3 Days in Office",Growth-Oriented Rewarding Employer,Instructor or Expert Learning Programs,Business Operations in any organization,Manager Who Guides and Sets Goals,Work with 5 to 6 people in my team,>50k,111k to 130k
16-05-2023 21:38,India,800013,F,World Leaders,Yes,Will Stay 3+ years,N,"No, Won't Work",4,"Hybrid, <3 Days in Office",Growth-Oriented Rewarding Employer,Instructor or Expert Learning Programs,Manage and drive End-to-End Projects or Products,Manager Who Guides and Sets Goals,Work with 5 to 6 people in my team,>50k,111k to 130k
16-05-2023 21:38,India,800013,F,World Leaders,Yes,Will Stay 3+ years,N,"No, Won't Work",4,"Hybrid, <3 Days in Office",Growth-Oriented Rewarding Employer,Instructor or Expert Learning Programs,Become a content Creator in some platform,Manager Who Guides and Sets Goals,Work with 5 to 6 people in my team,>50k,111k to 130k
16-05-2023 21:38,India,800013,F,World Leaders,Yes,Will Stay 3+ years,N,"No, Won't Work",4,"Hybrid, <3 Days in Office",Growth-Oriented Rewarding Employer,Instructor or Expert Learning Programs,An Artificial Intelligence Specialist / Talking to Robots,Manager Who Guides and Sets Goals,Work with 5 to 6 people in my team,>50k,111k to 130k
16-05-2023 21:38,India,800013,F,World Leaders,Yes,Will Stay 3+ years,N,"No, Won't Work",4,"Hybrid, <3 Days in Office",Growth-Oriented Rewarding Employer,Trial and error by doing side projects within the company,Business Operations in any organization,Manager Who Guides and Sets Goals,Work with 5 to 6 people in my team,>50k,111k to 130k
16-05-2023 21:38,India,800013,F,World Leaders,Yes,Will Stay 3+ years,N,"No, Won't Work",4,"Hybrid, <3 Days in Office",Growth-Oriented Rewarding Employer,Trial and error by doing side projects within the company,Manage and drive End-to-End Projects or Products,Manager Who Guides and Sets Goals,Work with 5 to 6 people in my team,>50k,111k to 130k
16-05-2023 21:38,India,800013,F,World Leaders,Yes,Will Stay 3+ years,N,"No, Won't Work",4,"Hybrid, <3 Days in Office",Growth-Oriented Rewarding Employer,Trial and error by doing side projects within the company,Become a content Creator in some platform,Manager Who Guides and Sets Goals,Work with 5 to 6 people in my team,>50k,111k to 130k
16-05-2023 21:38,India,800013,F,World Leaders,Yes,Will Stay 3+ years,N,"No, Won't Work",4,"Hybrid, <3 Days in Office",Growth-Oriented Rewarding Employer,Trial and error by doing side projects within the company,An Artificial Intelligence Specialist / Talking to Robots,Manager Who Guides and Sets Goals,Work with 5 to 6 people in my team,>50k,111k to 130k
16-05-2023 21:38,India,800013,F,World Leaders,Yes,Will Stay 3+ years,N,"No, Won't Work",4,"Hybrid, <3 Days in Office",Growth-Oriented Rewarding Employer,Self Purchased Course from External Platforms,Business Operations in any organization,Manager Who Guides and Sets Goals,Work with 5 to 6 people in my team,>50k,111k to 130k
16-05-2023 21:38,India,800013,F,World Leaders,Yes,Will Stay 3+ years,N,"No, Won't Work",4,"Hybrid, <3 Days in Office",Growth-Oriented Rewarding Employer,Self Purchased Course from External Platforms,Manage and drive End-to-End Projects or Products,Manager Who Guides and Sets Goals,Work with 5 to 6 people in my team,>50k,111k to 130k
16-05-2023 21:38,India,800013,F,World Leaders,Yes,Will Stay 3+ years,N,"No, Won't Work",4,"Hybrid, <3 Days in Office",Growth-Oriented Rewarding Employer,Self Purchased Course from External Platforms,Become a content Creator in some platform,Manager Who Guides and Sets Goals,Work with 5 to 6 people in my team,>50k,111k to 130k
16-05-2023 21:38,India,800013,F,World Leaders,Yes,Will Stay 3+ years,N,"No, Won't Work",4,"Hybrid, <3 Days in Office",Growth-Oriented Rewarding Employer,Self Purchased Course from External Platforms,An Artificial Intelligence Specialist / Talking to Robots,Manager Who Guides and Sets Goals,Work with 5 to 6 people in my team,>50k,111k to 130k
16-05-2023 21:42,India,110008,M,Parents,Yes,Will Stay 3+ years,N,"No, Won't Work",6,"Hybrid, <3 Days in Office",Employer Supporting and Rewarding Learning,Self Paced Learning Portals of the Company,Design and Creative strategy in any company,Goal-Setting Supportive Manager,Work with 5 to 6 people in my team,>50k,>151k
16-05-2023 21:42,India,110008,M,Parents,Yes,Will Stay 3+ years,N,"No, Won't Work",6,"Hybrid, <3 Days in Office",Employer Supporting and Rewarding Learning,Self Paced Learning Portals of the Company,Teaching in any of the institutes/colleges/online or offline,Goal-Setting Supportive Manager,Work with 5 to 6 people in my team,>50k,>151k
16-05-2023 21:42,India,110008,M,Parents,Yes,Will Stay 3+ years,N,"No, Won't Work",6,"Hybrid, <3 Days in Office",Employer Supporting and Rewarding Learning,Self Paced Learning Portals of the Company,Build and develop a Team,Goal-Setting Supportive Manager,Work with 5 to 6 people in my team,>50k,>151k
16-05-2023 21:42,India,110008,M,Parents,Yes,Will Stay 3+ years,N,"No, Won't Work",6,"Hybrid, <3 Days in Office",Employer Supporting and Rewarding Learning,Self Paced Learning Portals of the Company,Manufacturing / Oil and Gas/ Construction / Hard Physical Work related,Goal-Setting Supportive Manager,Work with 5 to 6 people in my team,>50k,>151k
16-05-2023 21:42,India,110008,M,Parents,Yes,Will Stay 3+ years,N,"No, Won't Work",6,"Hybrid, <3 Days in Office",Employer Supporting and Rewarding Learning,Learning by observing others,Design and Creative strategy in any company,Goal-Setting Supportive Manager,Work with 5 to 6 people in my team,>50k,>151k
16-05-2023 21:42,India,110008,M,Parents,Yes,Will Stay 3+ years,N,"No, Won't Work",6,"Hybrid, <3 Days in Office",Employer Supporting and Rewarding Learning,Learning by observing others,Teaching in any of the institutes/colleges/online or offline,Goal-Setting Supportive Manager,Work with 5 to 6 people in my team,>50k,>151k
16-05-2023 21:42,India,110008,M,Parents,Yes,Will Stay 3+ years,N,"No, Won't Work",6,"Hybrid, <3 Days in Office",Employer Supporting and Rewarding Learning,Learning by observing others,Build and develop a Team,Goal-Setting Supportive Manager,Work with 5 to 6 people in my team,>50k,>151k
16-05-2023 21:42,India,110008,M,Parents,Yes,Will Stay 3+ years,N,"No, Won't Work",6,"Hybrid, <3 Days in Office",Employer Supporting and Rewarding Learning,Learning by observing others,Manufacturing / Oil and Gas/ Construction / Hard Physical Work related,Goal-Setting Supportive Manager,Work with 5 to 6 people in my team,>50k,>151k
16-05-2023 21:42,India,110008,M,Parents,Yes,Will Stay 3+ years,N,"No, Won't Work",6,"Hybrid, <3 Days in Office",Employer Supporting and Rewarding Learning,Manager Teaching you,Design and Creative strategy in any company,Goal-Setting Supportive Manager,Work with 5 to 6 people in my team,>50k,>151k
16-05-2023 21:42,India,110008,M,Parents,Yes,Will Stay 3+ years,N,"No, Won't Work",6,"Hybrid, <3 Days in Office",Employer Supporting and Rewarding Learning,Manager Teaching you,Teaching in any of the institutes/colleges/online or offline,Goal-Setting Supportive Manager,Work with 5 to 6 people in my team,>50k,>151k
16-05-2023 21:42,India,110008,M,Parents,Yes,Will Stay 3+ years,N,"No, Won't Work",6,"Hybrid, <3 Days in Office",Employer Supporting and Rewarding Learning,Manager Teaching you,Build and develop a Team,Goal-Setting Supportive Manager,Work with 5 to 6 people in my team,>50k,>151k
16-05-2023 21:42,India,110008,M,Parents,Yes,Will Stay 3+ years,N,"No, Won't Work",6,"Hybrid, <3 Days in Office",Employer Supporting and Rewarding Learning,Manager Teaching you,Manufacturing / Oil and Gas/ Construction / Hard Physical Work related,Goal-Setting Supportive Manager,Work with 5 to 6 people in my team,>50k,>151k
16-05-2023 21:47,India,621704,M,Acquiantanace,No,Will Stay 3+ years,N,"No, Won't Work",3,"Fully Remote, Travel as Needed",Growth-Oriented Rewarding Employer,Learning by observing others,Design and Creative strategy in any company,Manager with Clear Expectations,Work with more than 10 people in my team,>50k,111k to 130k
16-05-2023 21:47,India,621704,M,Acquiantanace,No,Will Stay 3+ years,N,"No, Won't Work",3,"Fully Remote, Travel as Needed",Growth-Oriented Rewarding Employer,Learning by observing others,Teaching in any of the institutes/colleges/online or offline,Manager with Clear Expectations,Work with more than 10 people in my team,>50k,111k to 130k
16-05-2023 21:47,India,621704,M,Acquiantanace,No,Will Stay 3+ years,N,"No, Won't Work",3,"Fully Remote, Travel as Needed",Growth-Oriented Rewarding Employer,Learning by observing others,Business Operations in any organization,Manager with Clear Expectations,Work with more than 10 people in my team,>50k,111k to 130k
16-05-2023 21:47,India,621704,M,Acquiantanace,No,Will Stay 3+ years,N,"No, Won't Work",3,"Fully Remote, Travel as Needed",Growth-Oriented Rewarding Employer,Learning by observing others,Build and develop a Team,Manager with Clear Expectations,Work with more than 10 people in my team,>50k,111k to 130k
16-05-2023 21:47,India,621704,M,Acquiantanace,No,Will Stay 3+ years,N,"No, Won't Work",3,"Fully Remote, Travel as Needed",Growth-Oriented Rewarding Employer,Self Purchased Course from External Platforms,Design and Creative strategy in any company,Manager with Clear Expectations,Work with more than 10 people in my team,>50k,111k to 130k
16-05-2023 21:47,India,621704,M,Acquiantanace,No,Will Stay 3+ years,N,"No, Won't Work",3,"Fully Remote, Travel as Needed",Growth-Oriented Rewarding Employer,Self Purchased Course from External Platforms,Teaching in any of the institutes/colleges/online or offline,Manager with Clear Expectations,Work with more than 10 people in my team,>50k,111k to 130k
16-05-2023 21:47,India,621704,M,Acquiantanace,No,Will Stay 3+ years,N,"No, Won't Work",3,"Fully Remote, Travel as Needed",Growth-Oriented Rewarding Employer,Self Purchased Course from External Platforms,Business Operations in any organization,Manager with Clear Expectations,Work with more than 10 people in my team,>50k,111k to 130k
16-05-2023 21:47,India,621704,M,Acquiantanace,No,Will Stay 3+ years,N,"No, Won't Work",3,"Fully Remote, Travel as Needed",Growth-Oriented Rewarding Employer,Self Purchased Course from External Platforms,Build and develop a Team,Manager with Clear Expectations,Work with more than 10 people in my team,>50k,111k to 130k
16-05-2023 21:47,India,621704,M,Acquiantanace,No,Will Stay 3+ years,N,"No, Won't Work",3,"Fully Remote, Travel as Needed",Growth-Oriented Rewarding Employer,Manager Teaching you,Design and Creative strategy in any company,Manager with Clear Expectations,Work with more than 10 people in my team,>50k,111k to 130k
16-05-2023 21:47,India,621704,M,Acquiantanace,No,Will Stay 3+ years,N,"No, Won't Work",3,"Fully Remote, Travel as Needed",Growth-Oriented Rewarding Employer,Manager Teaching you,Teaching in any of the institutes/colleges/online or offline,Manager with Clear Expectations,Work with more than 10 people in my team,>50k,111k to 130k
16-05-2023 21:47,India,621704,M,Acquiantanace,No,Will Stay 3+ years,N,"No, Won't Work",3,"Fully Remote, Travel as Needed",Growth-Oriented Rewarding Employer,Manager Teaching you,Business Operations in any organization,Manager with Clear Expectations,Work with more than 10 people in my team,>50k,111k to 130k
16-05-2023 21:47,India,621704,M,Acquiantanace,No,Will Stay 3+ years,N,"No, Won't Work",3,"Fully Remote, Travel as Needed",Growth-Oriented Rewarding Employer,Manager Teaching you,Build and develop a Team,Manager with Clear Expectations,Work with more than 10 people in my team,>50k,111k to 130k
16-05-2023 21:49,India,533429,M,World Leaders,Yes,Will Stay 3+ years,N,"No, Won't Work",5,"Fully Remote, Travel as Needed",Growth-Oriented Rewarding Employer,Self Paced Learning Portals of the Company,Design and Creative strategy in any company,Manager with Clear Expectations,"Work Alone, with 2-3 People, with 5-6 People, with 7-10 People, or with 10+ People.",>50k,91k to 110k
